AP,HP,cost,effect,gods_id,id,name_en,rarity_id,set_id,tribe_id,type_id
0,6,6,Backline. Ward. Ability: Deal X+2 damage  where X is the number of Structures you control.,1,889,Fortified Acropolis,3,6,11,1
3,3,4,Roar: Draw a card for  each other Guild creature  on the board.,1,890,Frumentarii Instigator,2,6,7,1
3,1,1,Roar: Steal 2 favor from your opponent.,1,895,Militant Extortionist,1,6,7,1
3,3,3,After a friendly creature attacks  gain 3 favor.,1,902,Student of Blades,2,6,7,1
6,6,6,Roar: If you have 20 favor or more  lose 20 favor and give +3/+3 to this creature.,1,903,Pious Giant,3,6,7,1
2,3,3,After either player summons a creature  you gain 2 favor. Afterlife: If you have 40 favor or more  summon a Ghostly Chariot.,1,904,Ghostly Chariot,3,6,7,1
4,6,5,At the end of your turn  if you have more favor than your opponent  deal 3 damage to the enemy creature with the least health.,1,905,Reef Raider,3,6,7,1
13,17,8,Frontline. Roar: Deal X damage to your god where X is the number of creatures in your opponent's void.,4,906,Guardian of the Underworld,2,6,9,1
1,1,1,At the end of your turn  this creature gains hidden. At the start of your turn  this creature deals 1 damage to the opposing god.,7,907,Shadow of Lethenon,2,6,9,1
4,4,7,At the start of your turn  give +1 strength to each friendly creature. Roar: This creature gains one — • backline and +2 strength  or • frontline and +4 health.,5,908,Dragon of the First Pillar,2,6,6,1
6,6,7,Confused. Roar: Summon a 3/2 Hydra Head with regen 1. After a Hydra Head dies  summon two of them.,2,910,Arkmonian Hydra,2,6,13,1
1,1,7,Roar: Summon two copies of this creature. Afterlife: Deal damage equal to this creature's strength  split randomly among all enemy creatures.,3,911,Tartessian Mob,3,6,10,1
0,3,4,After a friendly creature attacks  give +1/+1 to a friendly creature with the lowest strength. At the end of the turn  remove 1 durability from this relic.,3,912,Tartessian Pear,2,6,10,4
0,0,1,Target an opponent. Look at their hand  and  shuffle one of their cards into their deck. Both players draw a card.,7,913,Ludia\'s Deception,2,6,10,3
5,4,8,Roar: Two random enemy creatures are pulled from the board into their owner's hand.,7,87075,Wiznapper,1,6,7,1
0,0,4,Pull an enemy creature from the board into its owner's hand. Increase its cost by 2.,7,87077,Ransom,1,6,7,3
2,3,2,Blitz. Flank.,1,100057,Sterling Spear,1,1,7,4
2,2,2,Blitz. Afterlife: Heal your god for 3.,1,100059,Curative Cudgel,1,1,7,4
1,3,3,Ward. After you play a card  this creature gets +1 strength  and the friendly creature with lowest health gains ward.,6,1037,Oni Spellsword,3,2,7,1
4,4,4,Creatures damaged by this creature get burn +1.,1,1071,Pyrrhic Adolescent,2,2,6,1
1,5,3,Roar: Deal 1 damage to an enemy creature.,1,1073,Dwarf Atlant,1,2,5,1
2,3,2,Creatures damaged by this creature get burn +1.,1,1074,Pyrrhic Hatchling,2,2,6,1
2,4,4,Roar: Put an enemy to sleep.,1,1075,Solemn Lecturer,2,2,6,1
2,2,1,Roar: If you control two other creatures  this creature gets +1 strength.,1,1082,Tribal Orc,1,2,13,1
0,0,4,Deal 2 damage to each creature. Each creature that survives gains burn +1 or confused  chosen randomly.,2,1101,Wildfire,3,2,13,3
0,0,5,Give a friendly creature +5/+5 and burn +1.,3,1114,Redfume Serum,3,2,13,3
3,1,3,Afterlife: Unlock a mana lock.,6,1122,Mana Toad,1,2,13,1
0,0,1,Give a friendly creature frontline and protected.,5,1124,Patron\'s Sacrament,1,2,13,3
0,2,1,Afterlife: Both players draw two cards.,7,1125,Made Mark,1,2,13,1
4,4,5,Roar: If you have no spells in your void  give this creature +3/+3.,1,888,Militant Gladiator,3,6,13,1
2,2,2,Roar: Give a relic in your hand +1 durability.,3,156,Dwarven Smiths,3,1,12,1
6,5,5,"Can't attack gods. Roar: If you control another Atlantean  your Atlanteans gain flank and this creature loses ""can't attack gods.""",1,185,Aquatic Torturer,1,1,5,1
0,2,1,After you use your god power  Raving Fan gets +2 strength.,1,194,Raving Fan,2,1,5,1
5,5,6,After Cyclops attacks a creature  deal 1 damage to each other creature.,3,195,Cyclops,2,1,13,1
3,5,5,When this creature attacks  give a random other friendly creature +2/+1. If it is a Viking  give it +3/+1 instead.,3,197,Returned Einherjar,2,1,12,1
1,1,1,Protected. Ward. At the start of your turn  foresee 1.,6,199,Shadow Scryer,1,1,8,1
2,2,1,Roar: Pull the top card of your deck into your void.,4,205,Contagious Ghoul,1,1,9,1
2,1,1,Roar: Equip a 1/1 Barbed Hook. If you control another Viking  equip a 1/2 Barbed Hook instead.,1,206,Leviathan Hunter,1,1,12,1
2,6,1,Roar: Your opponent randomly pulls a spell from their deck. Reduce the cost of the spell to 1.,1,207,Peculiar Spellwyrm,4,1,6,1
2,2,2,Confused. After this creature attacks a creature  deal 2 damage to a random enemy creature.,2,208,Thresher Bug,1,1,9,1
3,2,3,Roar: Give +2/+1 to a friendly Viking.,3,211,Deathsworn Raider,1,1,12,1
5,7,8,Roar: Summon five 2/2 Acolytes and give them frontline.,5,212,Alexis Archon\'s Sword,4,1,12,1
2,3,3,Backline. At the end of your turn  give +1 health to another random friendly creature.,3,213,Prodigious Armourer,1,1,7,1
0,2,3,At the end of your turn  add a random Nature card to your hand.,2,214,Shrine of Sothek,2,1,11,1
2,2,4,Afterlife: Summon a random anim.,1,215,Millenium Matryoshka,1,1,5,1
3,2,2,Roar: You and your opponent draw a card.,1,235,Wind-Up Roller,2,1,5,1
4,5,4,,1,950,Manticore Hulk,1,6,9,1
0,0,5,Both players draw three cards. Increase by 1 the cost of the cards your opponent drew.,7,87078,Stack the Deck,1,6,9,3
0,0,6,Deal damage to target creature equal to its strength. All other enemy creatures become confused.,7,87079,Spiked Tea,1,6,9,3
3,1,4,Blitz. Deadly. (Any amount of deadly damage will destroy a creature.),7,87080,Poisoned Dagger,1,6,9,4
0,0,7,Summon three random creatures that cost 3 mana or less from your void. Give them +1/+1.,4,1,Nethergram,2,1,9,3
0,3,3,At the end of your turn  summon a 1/1 Injured Soldier with frontline. At the start of your opponent's turn  this heals all friendly characters for 1 and loses 1 durability.,5,119,Golden Harpe,3,1,9,4
2,3,4,Roar: Set an enemy creature's strength to 1.,5,139,Gentle Monk,1,1,9,1
0,0,3,Deal 10 damage to target enemy creature. At the end of the turn  your opponent summons a random creature from their void.,6,142,Chainflip,2,1,9,3
7,8,6,At the end of your turn  obliterate a random card in your hand then add a random rune to your hand.,1,166,The Nether Prince,4,1,9,1
0,0,3,Destroy target friendly creature. Summon two random anims. They gain the tribe Nether.,4,181,Daemonic Offering,3,1,9,3
2,2,4,At the end of your turn  give +1/+1 to each creature in your hand.,3,191,Roadside Outfitter,2,1,7,1
2,3,4,Roar: Give +1/+1 to a creature in your hand for every six creatures in all players' voids.,3,192,Actuary of War,2,1,7,1
2,2,2,Protected. Roar: All other friendly creatures gain flank until end of turn.,3,196,Master Tactician,2,1,12,1
3,3,3,Roar: If you have an Aether in your hand  give a Nether +1/+1.,1,210,Fallen Aether,1,1,9,1
1,3,3,Hidden. Flank. Whenever this creature attacks a god  copy the top card of your opponent's deck and add it to your hand.,7,1120,Vault Vagabond,1,2,7,1
5,7,7,Whenever your opponent plays a spell  draw two cards.,6,103,Shadow Prince,4,1,9,1
8,8,7,Roar: Pick a card in your hand that costs no more than your total unlocked mana gems. Take its mana cost in damage  and reduce its cost to 0 this turn.,4,113,Anhotep the Embalmer,4,1,4,1
0,0,7,Roar: Equip Orax  Shield of Pain. Change your god power to Ruin.,3,198,War Incarnate,4,1,4,3
0,0,2,Heal all friendly creatures for 4. Draw a card.,5,1190,Recovering Sigil,1,2,4,3
3,3,3,At the end of your turn  give a random creature in your hand +X strength where X is equal to the number of creatures in your hand.,3,871,Xanthe of Tartessos,4,6,10,1
7,7,7,Roar: If you have 80 favor or more  give +5/+5 to each creature in your deck.,1,948,Divine Messenger,3,6,2,1
3,3,4,Roar: Pull a random Dragon from your deck into your hand.,1,949,Dragonkin Caller,2,6,8,1
3,4,4,Frontline. Roar: Gain +1 health for every two Olympians in your void.,5,229,Phalanx Champion,2,1,10,1
2,6,2,Frontline. Afterlife: Your opponent summons a random creature from their void.,1,231,Pyramid Warden,2,1,4,1
1,4,2,After this creature takes damage  draw a card  and obliterate a random card in your hand.,1,232,Unruly Shredder,2,1,5,1
4,5,5,Roar: Remove frontline from a creature.,1,233,Sonic Juggernaut,2,1,5,1
1,1,3,Roar: Unlock a mana lock. Give ward to your god.,6,234,Guardian of the Gates,4,1,8,1
4,3,4,Roar: Confuse an enemy creature.,1,236,Stun Gun Construct,2,1,5,1
0,1,3,Roar: This creature gains +1/+1 for each other friendly creature.,1,237,Field Martyr,2,1,3,1
2,3,3,Roar: Delve a new common god power from your god. It replaces your god power. (You can only use a god power once per turn.),1,238,Outcast Amazon,2,1,3,1
3,3,4,Roar: Give a friendly Amazon +3 strength.,1,239,Bonepact Hunter,2,1,3,1
2,3,4,After your opponent plays a spell  add a random Nature card to your hand.,2,240,Spelljam Shaman,2,1,3,1
4,5,6,Spell boost +1. Roar: Draw a card.,6,242,Advocate of Brilliance,2,1,2,1
4,5,6,Roar: Target two creatures. Deal 1 damage to enemy creatures; give friendly creatures +1/+1.,1,243,Leywraith,2,1,9,1
4,4,6,At the end of your turn  draw a card for each spell cast this turn.,1,244,Aetherfuel Alchemist,2,1,8,1
0,0,1,Give target creature burn +14. Deal 3 damage to your god.,4,245,Pyrrhic Incantation,1,1,8,3
2,1,2,Frontline. Afterlife: Summon a 1/1 Injured Soldier with frontline.,1,246,Trojan Golem,2,1,10,1
3,3,5,After this creature survives damage  summon a copy with half health (rounded down).,1,247,Dragon Tooth Warrior,2,1,10,1
3,4,5,Ward. Roar: Transform a friendly creature into a Reflection Elementalist.,1,248,Reflection Elementalist,2,1,8,1
2,3,1,Afterlife: Heal your opponent's god for 3.,1,249,Netherborne Binder,2,1,9,1
0,0,6,Pull two random enemy creatures from the board into their controller's hand. Summon a 3/2 golem.,7,250,Three\'s a Crowd,3,1,9,3
3,1,1,Roar: Pick one – · This creature gains ward  or · Foresee 1.,6,251,Flying Carpet,1,1,8,1
3,6,2,Regen 2. At the end of your opponents turn  obliterate a random creature in your hand. Destroy Wasteful Shax if you cannot.,4,253,Wasteful Shax,1,1,9,1
0,0,1,Deal 2 damage to a random enemy creature. If you control an Amazon  deal 3 damage instead.,2,254,Primal Guidance,1,1,9,3
2,2,4,Roar: This creature swaps health with another creature.,5,255,Master of Indulgences,1,1,7,1
1,1,2,Afterlife: Both players draw two cards.,4,256,Burrowing Scarab,1,1,4,1
3,5,5,Roar: Pull all spells in your opponent's hand onto the top of their deck.  For each spell moved  give them a Rune Of Sight.,1,257,La Bolefuego,4,1,2,1
3,12,8,Whenever your god takes damage  deal 2 damage to each other creature.,1,259,Warden of Kauket,1,1,4,1
8,8,8,"Leech. Roar: Equip 5/2 Sentient Flameblades with godblitz and ""After you attack  heal your god for 5.""",3,260,Avatar of War,4,1,4,1
1,1,1,Roar: Heal each other friendly creature for 4.,5,261,Blessed Jackalope,1,1,13,1
0,0,2,"Give a creature ""At the end of your turn  randomly gain +1 strength or +1 health. Afterlife: Add a random Nature card to your hand"".",2,262,Mark of the Warden,1,1,13,3
1,1,2,Roar: Delve a Viking  and put it into your hand.,3,264,Odin\'s Whiteraven,1,1,12,1
8,10,6,At the start of your turn  this creature attacks a random enemy creature.,1,37,Spiral Golem,2,1,5,1
0,0,6,Summon two 2/2 Acolytes. If your opponent has a creature with strength 4 or more  summon four Acolytes instead.,5,39,Arrest Warrant,1,1,5,3
2,3,4,Afterlife: Summon two 1/1 Amazon Recruits.,2,218,Proud Conscriptor,3,1,3,1
1,2,1,At the end of each turn  heal 2 to a random friendly injured creature.,5,220,Field Nurse,1,1,3,1
3,4,6,Godblitz. Whenever you attack  give +1/+1 to a random creature in your hand.,3,222,Bast\'s Claws,2,1,3,4
1,3,2,Whenever you summon a creature  heal your god for 1.,5,223,Tithe Collector,1,1,7,1
4,4,16,This creature costs 1 less for each damage your god has taken.,1,225,Deathwish Thanetar,3,1,9,1
2,4,2,Burn 1. Roar: Give burn +1 to an enemy creature.,1,226,Conniving Djinn,1,1,9,1
0,0,1,Set a creature's strength to 0. At the start of your next turn  set it to its base value.,5,221,Sit Down,1,1,9,3
2,1,5,Roar: Select two different creatures in your void. Trigger their afterlife abilities.,4,230,Canopic Hoarder,2,1,4,1
6,5,4,Roar: Deal 5 damage to your god.,4,263,Crimson Oni,1,1,9,1
3,4,4,Roar: Give a friendly creature +1/+1.,1,1216,Town Guardian,1,2,9,1
4,5,4,,1,1217,Wetlands Ogre,1,2,13,1
1,1,2,Roar: Draw a card.,1,1220,Ambitious Adventurer,1,2,13,1
4,5,6,Hidden for 1 turn. Roar: Add two random Runes to your hand.,1,282,Rune Smuggler,1,1,7,1
3,3,3,Roar: Obliterate your hand  for each obliterated card add a random rune to your hand.,1,284,Dick Puddlecote,4,1,7,1
0,0,4,Deal 3 damage to target creature and 3 damage to your opponent.,6,285,Beam,2,1,7,3
1,2,3,Whenever you summon a creature  give it +1/+1.,2,286,Rebel Quartermaster,2,1,3,1
0,0,3,Set the strength and health of all creatures to their base and remove burn and sleep from them. Draw a card.,5,287,The Cleansing,2,1,3,3
0,0,4,Double the health of each friendly Anubian.,5,288,Ra\'s Ascension,2,1,3,3
0,0,1,Fully heal target friendly creature. Heal your god for 4.,5,289,Alms For Service,2,1,3,3
0,0,3,Pull a random enemy creature to the top of your opponent's deck. Reduce its mana cost to 1.,7,290,Ambush,2,1,3,3
0,0,4,Target a creature. Deal 2 damage to each other creature.,6,291,Faraday Cage,2,1,3,3
0,0,4,Give each creature burn +1. Add a mana lock to your opponent's mana gems.,3,292,Gunpowder Plot,2,1,3,3
2,2,1,Roar: Set an enemy creature to its base strength and health.,5,293,Lore & Order Inspector,2,1,3,1
4,3,4,Roar: Summon a 1/1 Huscarl with frontline.,1,1203,Highland Defender,1,2,12,1
0,3,3,Backline. Ability: Deal 2 damage.,1,1204,Ballista,3,2,11,1
3,2,2,Frontline.,1,1205,Hoplite,1,2,10,1
3,1,2,Roar: Summon a 1/1 Battlethrall.,1,1206,Viking Warmaiden,1,2,12,1
1,4,3,Frontline. Creatures damaged by this creature get burn +1.,1,1211,Mire Bloodworm,2,2,13,1
1,3,3,Deadly. Afterlife: At the start of your next turn  choose and obliterate a card in your hand  then summon this creature from the void.,4,1212,Thanakris Spell-Locusts,4,2,13,1
2,4,6,Roar: Set a creature's strength and health to 2.,5,1213,Harp Cupid,1,2,2,1
3,1,1,Creatures damaged by this creature get burn +1.,1,1215,Ghost Marauder,2,2,9,1
4,4,6,Roar: Deal 2 damage to two enemy creatures. You may select the same creature twice.,1,1226,Aether Vanguard,3,2,2,1
4,2,3,Hidden for 1 turn.,1,1228,Shadow Paladin,1,2,2,1
2,6,4,Afterlife: Add a Bomb to your opponent's deck for each of their unused mana gems. (Bombs deal 3 damage to their god when drawn.),7,1230,Inconspicuous Carriage,2,2,11,1
2,6,4,Frontline.,1,1231,Thebian Brawler,1,2,10,1
3,3,3,Whenever your god gains health  this creature gets +1 health. Whenever your god loses health  this creature gets +1 strength.,4,1233,Fickle Cambion,3,2,9,1
0,0,6,Pull a random 1-cost creature from your void into your hand. Repeat this for each other mana cost up to 9.,5,1234,Born Again,3,2,9,3
3,4,5,Hidden for 1 turn. Roar: Deal 2 damage to an enemy creature.,1,1235,Feral Shapeshifter,2,2,9,1
0,0,3,Transform a creature with strength 2 or less into a 2/2 Acolyte. Gain control of the Acolyte.,5,1236,Light\'s Levy,1,2,9,3
0,0,1,"Give a creature: ""Burn +2. Whenever this creature attacks  deal 2 damage to its god.""",4,44,Unnatural Binding,2,1,9,3
5,4,6,Roar: Destroy a creature with health 3 or less.,4,62,Deathdealt Netherine,2,1,9,1
3,2,4,Roar: Summon two 1/1 Broken Warriors.,1,268,Sphinx Cat,1,1,4,1
4,2,3,Confused. Roar: Refresh 2 mana.,2,271,Revenant Lynx,2,1,13,1
8,8,6,Whenever your opponent plays a card  deal 1 damage to your god.,1,274,Crush Construct,3,1,5,1
2,5,4,While damaged  Bearstrider has +3 strength.,3,275,Bearstrider,1,1,12,1
2,2,3,Roar: Copy the strength and health of a random creature from your void.,4,277,Omnipresence,1,1,9,1
1,3,2,Whenever you play a Nature card  heal your god for 3.,2,278,Wilds Lifebonder,2,1,8,1
0,0,4,Give target friendly creature and your relic deadly until the end of the turn.,7,280,Laertes\' Vendetta,1,1,8,3
0,0,2,Give a creature blitz and +2 strength.,3,281,Red Fume Dash,3,1,8,3
4,4,5,Regen 2. When a friendly creature is summoned  this creature gets +1/+1. When a friendly creature dies  this creature takes 1 damage.,2,295,Ferocious Rougarou,1,1,3,1
2,3,3,Roar: Summon a 1/1 Spirit Beast.,1,1232,Beastfury Shaman,1,2,3,1
5,5,7,Confused. Overkill. Roar: Deal 5 damage to a random enemy creature.,2,273,Rampaging Leviathan,2,1,3,1
4,4,5,Roar: If any creatures in your hand have deadly  flank  frontline  hidden  protected  twin strike  or ward  this creature gains those abilities.,1,1163,Zaxiom Cryptic Panther,4,2,3,1
2,2,1,Roar: Select a card that costs no more than your total unlocked mana gems. Reduce its cost by 1.,6,1248,Assistant Alchemist,3,2,3,1
1,3,1,Spell boost +1.,6,1250,Street Conjuror,2,2,8,1
3,3,3,Roar: Pick one – · Look at the top three cards of your deck  or · Look at the top three cards or your opponent's deck.,6,1251,Prescient Spellbinder,1,2,8,1
1,1,2,Soulless. Roar: Destroy a friendly creature. Afterlife: If the creature is in a void  give it +2/+2  and pull it onto the board.,4,1252,Living Container,2,2,9,1
1,3,2,At the end of your turn  deal 1 damage to a random enemy character.,1,1253,Dart Maniac,2,2,9,1
0,0,5,Transform a creature into a 1/1 Rat.,6,1254,Ratify,1,2,9,3
1,3,1,Creatures damaged by this creature get burn +1.,1,1257,Pyreshell Beetle,2,2,13,1
3,2,3,Deadly.,1,1258,Harvest Arachne,2,2,13,1
0,0,2,Give a creature burn +2  then deal 2 damage to your opponent's god  then deal 2 damage to your god.,4,100106,Soul Burn,1,2,13,5
0,0,2,"Give a creature without soulless ""Soulless. Afterlife: Summon a 2/1 ghoul with soulless.""",4,100107,Undying Wish,1,2,13,5
1,1,1,Soulless.,1,100131,Skeleton,1,2,4,1
2,2,2,,1,100132,Ancient Guardian,1,2,4,1
3,2,3,Frontline.,1,100133,Ancient Executioner,1,2,4,1
2,2,2,,1,100135,Netherling,1,2,9,1
1,1,1,Frontline.,1,100136,Bodyguard,1,2,9,1
1,1,1,,1,100137,Hyena,1,2,9,1
6,6,6,,1,100138,Netherspawn,1,2,9,1
9,9,10,,4,100139,Demonic Skull,1,2,9,1
1,1,1,,1,100140,Battlethrall,1,2,12,1
1,1,1,Frontline.,1,100141,Huscarl,1,2,12,1
4,2,3,Frontline.,1,100142,Propyrean Owl,2,2,12,1
4,2,4,Godblitz. Roar: Give +1 strength to a random friendly creature.,3,72,Scythes of the Harvest,3,1,12,4
1,1,1,,1,100060,Banished Shadow,1,1,12,1
1,1,1,,1,100061,Spirit Beast,1,1,12,1
1,1,1,,1,100063,Malfunctioning Artifice,1,1,12,1
0,0,5,Deal 2 damage to all creatures. If you have a relic equipped  remove 3 durability and destroy all creatures instead.,3,1001,Carnage Sweep,1,2,12,3
0,0,2,Deal 2 damage to a creature. If you have a relic  remove 1 durability from it and deal 12 damage instead.,3,1002,Avalanche Strike,1,2,12,3
0,0,5,Give each friendly Amazon +3/+3 and twin strike.,2,1003,Arkmonian Onslaught,1,2,12,3
0,0,6,Obliterate four random cards in your void. Add four random nature cards to your hand. If your void is empty  heal your god for 6.,2,1004,Opalised Roots,1,2,12,3
0,0,6,Destroy all creatures with strength 3 or more.,5,1006,Purification Filter,1,2,12,3
0,0,3,Target a creature. If it's sleeping  destroy it. Otherwise  it goes to sleep.,7,1007,Darkdream Hex,1,2,12,3
0,4,4,At the end of your turn  friendly creatures with both strength 2 or less and health 2 or less get +1/+1  and this relic loses 1 durability.,5,1237,Serene Blade,2,2,12,4
0,0,2,Target creature goes to sleep. Add a copy of the top card of your opponent's deck to your hand.,7,1238,Reconnaissance,2,2,12,3
0,0,1,Foresee 1. Draw a card.,6,1247,Seeing Stone,1,2,12,3
0,0,2,Transform a friendly creature into a random creature with the same mana cost.,6,1240,Metamorphosis,3,2,12,3
8,8,8,Roar: Draw four cards.,6,1241,Tome Golem,1,2,5,1
0,0,2,Pick one – · Deal 1 damage to each creature  or · Deal 3 damage to a creature.,6,1243,Tracking Bolt,1,2,5,3
4,4,5,After you cast a spell  this creature gains +1/+1.,6,1244,Manathirst Golem,1,2,5,1
0,0,5,Deal 2 damage to each enemy creature. Foresee 1.,6,1245,Crystal Rain,1,2,5,3
0,0,2,"Give a friendly creature ""Afterlife: Unlock a mana lock and draw a card.""",6,1246,Sip of Elixir,2,2,5,3
0,0,4,Deal 5 damage.,6,1249,Wyrmbreath,1,2,5,3
0,0,2,Gain control of an enemy creature with strength 2 or less until the end of turn. Give it godblitz.,7,1255,Umber Arrow,1,2,5,3
0,0,1,Refresh five mana gems.,2,1256,Pack Stalk,1,2,5,3
0,0,3,If this card is in your hand at the beginning of your turn  lose 1 mana.,7,100073,Mana Bind,1,2,5,3
1,1,0,,1,100064,Barbed Hook,1,1,5,4
0,0,4,Transform a creature into a 3/3 Netherbeast.,4,1009,Netherwarp,1,2,5,3
0,0,6,Destroy all creatures. Deal 5 damage to your god.,4,1010,Blackblood Blast,1,2,5,3
5,7,6,At the end of your turn  give each other friendly Atlantean +1 strength.,1,1242,Thaumnetic Golem,3,2,5,1
5,5,5,Roar: This creature gains blitz  if any enemy creature has blitz. Repeat for godblitz  deadly  flank  twin strike  regen  ward  and protected.,6,909,Antemion\'s Reflection,2,6,2,1
2,2,1,Roar: Gain 1 favor.,3,946,Valknir Zealot,1,6,12,1
3,3,3,After this creature attacks a god  destroy their relic.,3,947,Fenris Berserker,1,6,12,1
0,0,8,Gain control of target enemy creature for one turn. Give it godblitz. Look at your opponent's hand  select any card and pull it into your hand.,7,13,Charm,2,1,12,3
0,0,2,Give +3 strength to your relic and to target friendly creature for their next attack.,3,334,Sharpen,1,1,12,3
3,5,4,After this creature attacks  deal 2 damage to each god.,4,808,Undead Chimera,1,6,9,1
5,6,5,At the end of your turn  if your god has 15 health or less  heal it for 3.,4,809,Deathwatch Curate,2,6,4,1
1,1,1,Regen 1. Roar: Give a random other friendly creature +1/+1. Give burn 1 to a random enemy creature. Remove 1 durability from your opponent's relic.,2,847,Chiron the Teacher,4,6,4,1
0,0,6,Pick one — • Add a copy of each enemy creature to your hand  or • Each enemy creature goes to sleep.,7,855,Elixir of the Panther,3,6,4,3
0,0,7,Pull each creature on the board onto the bottom of their controller's deck.,5,926,Lysander\'s Mercy,2,6,4,3
5,6,6,Whenever an enemy creature dies  you draw a card.,4,87056,Corpse Swallower,1,6,4,1
4,4,8,Roar: Pull a random creature from each void onto your side of the board.,4,87057,Necromantic,1,6,8,1
